Order_ID,Order_Date,Customer_ID,Customer_Type,Customer_Segment,Region,State,City,Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Shipping_Cost,Payment_Mode,Sales_Channel,Order_Status,Delivery_Days,Product_Rating,Month,Month_Name,Quarter,Festival_Season
ORD013406,2024-06-17,CUST02363,New,Corporate,South,Telangana,Warangal,Electronics,Headphones,4,6129,25,18387.0,17839.35,547.65,428.36,Credit Card,Online,Delivered,4,4.1,6,June,2,Regular
ORD002178,2024-06-17,CUST00150,New,Consumer,West,Rajasthan,Jaipur,Electronics,Mouse,2,1049,5,1993.1,1424.61,568.49,115.63,Debit Card,Offline,Delivered,1,3.8,6,June,2,Regular
ORD011206,2024-06-17,CUST01133,New,Corporate,West,Rajasthan,Jaipur,Fashion,Handbag,3,1324,10,3574.8,2491.09,1083.71,104.31,UPI,Offline,Delivered,8,4.0,6,June,2,Regular
ORD005113,2024-06-18,CUST02381,New,Corporate,West,Maharashtra,Mumbai,Grocery,Tea,4,230,25,690.0,636.32,53.68,16.47,Cash,Offline,Delivered,5,4.1,6,June,2,Regular
ORD014285,2024-06-18,CUST00026,Returning,Consumer,South,Karnataka,Mysore,Fashion,Jeans,5,1858,0,9290.0,8100.07,1189.93,598.84,Cash,Online,Delivered,8,3.6,6,June,2,Regular
ORD006236,2024-06-18,CUST00497,New,Consumer,South,Tamil Nadu,Chennai,Electronics,Headphones,2,4937,0,9874.0,7651.15,2222.85,374.77,Credit Card,Offline,Delivered,1,3.7,6,June,2,Regular
ORD002142,2024-06-18,CUST00356,Returning,Corporate,South,Tamil Nadu,Chennai,Electronics,Tablet,1,49630,5,47148.5,33899.88,13248.62,1447.23,UPI,Online,Delivered,2,4.2,6,June,2,Regular
ORD014447,2024-06-18,CUST00231,Returning,Consumer,North,Punjab,Ludhiana,Home,Sofa,1,67506,15,57380.1,40148.8,17231.3,1634.95,UPI,Offline,Delivered,9,4.1,6,June,2,Regular
ORD010183,2024-06-18,CUST01599,Returning,Consumer,North,Uttar Pradesh,Kanpur,Electronics,Smartphone,1,31592,5,30012.4,21700.96,8311.44,711.33,UPI,Online,Delivered,3,4.0,6,June,2,Regular
ORD013449,2024-06-18,CUST01447,New,Consumer,East,West Bengal,Siliguri,Beauty,Face Wash,3,278,20,667.2,498.49,168.71,53.17,UPI,Online,Delivered,1,4.9,6,June,2,Regular
ORD011453,2024-06-18,CUST02376,New,Corporate,West,Rajasthan,Jodhpur,Fashion,Jeans,3,2506,10,6766.2,5243.7,1522.5,457.27,UPI,Online,Delivered,1,4.3,6,June,2,Regular
ORD003113,2024-06-18,CUST00056,Returning,Consumer,East,West Bengal,Siliguri,Grocery,Sugar,4,279,10,1004.4,802.42,201.98,21.28,UPI,Online,Delivered,3,3.5,6,June,2,Regular
ORD002285,2024-06-18,CUST00700,Returning,Consumer,North,Punjab,Ludhiana,Home,Chair,5,2721,5,12924.75,8996.7,3928.05,363.5,Debit Card,Online,Delivered,1,5.0,6,June,2,Regular
ORD008524,2024-06-18,CUST00916,Returning,Consumer,East,Odisha,Bhubaneswar,Electronics,Smartphone,2,40710,10,73278.0,63719.97,9558.03,1716.61,Credit Card,Offline,Delivered,9,3.9,6,June,2,Regular
ORD009112,2024-06-18,CUST01767,Returning,Consumer,South,Tamil Nadu,Coimbatore,Fashion,Jacket,2,3567,0,7134.0,5300.16,1833.84,150.02,Cash,Online,Delivered,8,4.7,6,June,2,Regular
ORD006764,2024-06-18,CUST00037,Returning,Corporate,North,Punjab,Ludhiana,Electronics,Smartphone,4,55672,0,222688.0,152627.69,70060.31,12160.45,UPI,Offline,Delivered,8,4.8,6,June,2,Regular
ORD006209,2024-06-18,CUST00431,Returning,Consumer,North,Delhi,Dwarka,Grocery,Cooking Oil,5,130,15,552.5,459.46,93.04,40.75,Credit Card,Online,Delivered,9,4.2,6,June,2,Regular
ORD014122,2024-06-18,CUST01690,New,Consumer,East,Odisha,Cuttack,Beauty,Face Wash,3,191,10,515.7,378.3,137.4,33.63,Debit Card,Offline,Delivered,5,5.0,6,June,2,Regular
ORD006056,2024-06-18,CUST00681,Returning,Consumer,North,Uttar Pradesh,Lucknow,Electronics,Mouse,2,1738,20,2780.8,2043.67,737.13,66.86,UPI,Online,Delivered,1,4.0,6,June,2,Regular
ORD009612,2024-06-18,CUST02010,Returning,Home Office,South,Tamil Nadu,Coimbatore,Fashion,Jeans,5,1960,5,9310.0,7314.61,1995.39,394.21,Debit Card,Offline,Delivered,7,4.6,6,June,2,Regular
ORD013083,2024-06-18,CUST02033,Returning,Consumer,South,Karnataka,Mysore,Beauty,Serum,1,394,10,354.6,308.01,46.59,20.12,Debit Card,Online,Delivered,9,3.7,6,June,2,Regular
ORD000157,2024-06-18,CUST00414,New,Consumer,East,Bihar,Gaya,Home,Sofa,3,34810,10,93987.0,70234.67,23752.33,5444.23,UPI,Online,Delivered,6,3.8,6,June,2,Regular
ORD007931,2024-06-18,CUST01890,Returning,Home Office,North,Punjab,Ludhiana,Fashion,Jacket,3,3070,25,6907.5,6708.23,199.27,230.77,UPI,Online,Returned,2,4.1,6,June,2,Regular
ORD002998,2024-06-18,CUST00453,Returning,Consumer,South,Telangana,Hyderabad,Home,Chair,5,5454,5,25906.5,22658.47,3248.03,1270.91,UPI,Offline,Delivered,3,3.9,6,June,2,Regular
ORD004941,2024-06-18,CUST02297,Returning,Consumer,West,Maharashtra,Mumbai,Fashion,Shoes,1,2771,25,2078.25,1996.63,81.62,85.1,UPI,Offline,Delivered,2,4.6,6,June,2,Regular
ORD012372,2024-06-18,CUST01014,Returning,Consumer,North,Uttar Pradesh,Kanpur,Beauty,Face Wash,4,376,0,1504.0,1003.49,500.51,40.37,UPI,Online,Delivered,6,5.0,6,June,2,Regular
ORD012842,2024-06-18,CUST00849,Returning,Home Office,South,Telangana,Hyderabad,Grocery,Tea,4,692,20,2214.4,1545.59,668.81,95.34,UPI,Online,Delivered,1,4.8,6,June,2,Regular
ORD000806,2024-06-19,CUST00293,Returning,Consumer,South,Telangana,Hyderabad,Electronics,Keyboard,1,4522,10,4069.8,3294.61,775.19,105.7,Credit Card,Offline,Delivered,7,3.5,6,June,2,Regular
ORD004804,2024-06-19,CUST01878,New,Consumer,South,Tamil Nadu,Chennai,Electronics,Keyboard,1,584,0,584.0,485.18,98.82,45.63,UPI,Offline,Returned,2,4.2,6,June,2,Regular
ORD013157,2024-06-19,CUST01400,New,Consumer,South,Tamil Nadu,Chennai,Grocery,Coffee,5,844,10,3798.0,3182.22,615.78,191.12,UPI,Online,Delivered,5,4.1,6,June,2,Regular
ORD007510,2024-06-19,CUST00584,New,Consumer,South,Tamil Nadu,Chennai,Electronics,Laptop,4,87451,10,314823.6,260484.37,54339.23,10119.55,UPI,Online,Delivered,6,4.4,6,June,2,Regular
ORD001362,2024-06-19,CUST01082,New,Consumer,South,Telangana,Hyderabad,Beauty,Face Wash,5,440,20,1760.0,1243.6,516.4,86.71,Cash,Offline,Delivered,4,4.5,6,June,2,Regular
ORD005470,2024-06-19,CUST00271,Returning,Consumer,West,Maharashtra,Mumbai,Electronics,Headphones,2,3731,10,6715.8,4941.7,1774.1,348.4,UPI,Offline,Delivered,5,5.0,6,June,2,Regular
ORD012565,2024-06-19,CUST00279,Returning,Corporate,West,Gujarat,Ahmedabad,Grocery,Sugar,1,65,20,52.0,37.85,14.15,2.43,UPI,Online,Delivered,5,4.2,6,June,2,Regular
ORD007157,2024-06-19,CUST00923,Returning,Consumer,South,Telangana,Warangal,Home,Dining Table,3,22325,5,63626.25,41393.83,22232.42,4058.52,UPI,Offline,Delivered,5,3.9,6,June,2,Regular
ORD005678,2024-06-19,CUST00040,Returning,Consumer,North,Delhi,Dwarka,Fashion,Shoes,3,4024,20,9657.6,6969.92,2687.68,617.55,UPI,Offline,Delivered,2,4.0,6,June,2,Regular
ORD005249,2024-06-19,CUST01512,New,Consumer,South,Tamil Nadu,Coimbatore,Home,Lamp,2,1720,15,2924.0,2100.69,823.31,115.69,UPI,Online,Delivered,4,4.5,6,June,2,Regular
ORD014123,2024-06-19,CUST01454,Returning,Consumer,North,Punjab,Amritsar,Electronics,Headphones,3,7339,5,20916.15,15461.53,5454.62,659.75,Credit Card,Online,Delivered,4,4.2,6,June,2,Regular
ORD014850,2024-06-19,CUST00472,Returning,Home Office,West,Rajasthan,Jodhpur,Fashion,Kurti,3,999,25,2247.75,2269.73,-21.98,155.54,Debit Card,Online,Delivered,6,4.6,6,June,2,Regular
ORD007547,2024-06-19,CUST00264,Returning,Consumer,South,Tamil Nadu,Coimbatore,Electronics,Keyboard,3,1019,0,3057.0,2495.55,561.45,64.85,UPI,Online,Delivered,2,3.7,6,June,2,Regular
ORD000397,2024-06-19,CUST00536,Returning,Corporate,West,Maharashtra,Pune,Electronics,Laptop,1,70598,5,67068.1,55916.67,11151.43,4482.04,Cash,Offline,Delivered,3,4.2,6,June,2,Regular
ORD014345,2024-06-19,CUST02068,Returning,Consumer,West,Gujarat,Ahmedabad,Fashion,Handbag,4,2113,30,5916.4,5474.88,441.52,225.4,Credit Card,Online,Delivered,2,5.0,6,June,2,Regular
ORD007130,2024-06-19,CUST00410,Returning,Consumer,South,Telangana,Warangal,Electronics,Laptop,1,42825,15,36401.25,28271.97,8129.28,2475.49,Credit Card,Online,Delivered,8,3.5,6,June,2,Regular
ORD006474,2024-06-19,CUST02083,Returning,Home Office,West,Maharashtra,Mumbai,Beauty,Sunscreen,2,916,25,1374.0,1346.15,27.85,67.84,Cash,Online,Delivered,8,4.1,6,June,2,Regular
ORD002621,2024-06-19,CUST01289,Returning,Consumer,East,West Bengal,Siliguri,Home,Bed,3,45018,10,121548.6,99114.06,22434.54,7194.37,Debit Card,Online,Delivered,6,3.9,6,June,2,Regular
ORD013291,2024-06-19,CUST01653,Returning,Corporate,West,Gujarat,Ahmedabad,Fashion,T-Shirt,5,888,5,4218.0,3551.94,666.06,309.53,Credit Card,Online,Delivered,3,4.2,6,June,2,Regular
ORD014738,2024-06-20,CUST01251,New,Consumer,West,Rajasthan,Jodhpur,Electronics,Keyboard,1,822,0,822.0,626.13,195.87,29.85,UPI,Online,Delivered,6,4.6,6,June,2,Regular
ORD011949,2024-06-20,CUST01223,New,Consumer,East,West Bengal,Kolkata,Home,Lamp,1,2918,10,2626.2,1887.59,738.61,82.28,UPI,Online,Delivered,9,4.1,6,June,2,Regular
ORD003039,2024-06-20,CUST02380,Returning,Consumer,East,Bihar,Gaya,Electronics,Keyboard,2,1185,0,2370.0,1684.23,685.77,134.72,Debit Card,Online,Delivered,9,3.9,6,June,2,Regular
ORD000300,2024-06-20,CUST00157,Returning,Consumer,South,Karnataka,Mysore,Electronics,Headphones,4,8505,10,30618.0,22866.69,7751.31,1683.61,Credit Card,Offline,Delivered,5,3.8,6,June,2,Regular
ORD009913,2024-06-20,CUST02300,New,Consumer,West,Rajasthan,Jaipur,Electronics,Smartwatch,3,12335,10,33304.5,29148.68,4155.82,1412.24,Credit Card,Online,Delivered,1,3.9,6,June,2,Regular
ORD011236,2024-06-20,CUST00354,Returning,Consumer,West,Maharashtra,Pune,Electronics,Monitor,4,18489,25,55467.0,53528.64,1938.36,1969.81,Credit Card,Offline,Delivered,5,4.3,6,June,2,Regular
ORD012788,2024-06-20,CUST01248,New,Consumer,South,Tamil Nadu,Chennai,Fashion,T-Shirt,4,1216,10,4377.6,3037.87,1339.73,228.27,UPI,Online,Delivered,7,4.7,6,June,2,Regular
ORD000192,2024-06-20,CUST01552,New,Corporate,North,Uttar Pradesh,Lucknow,Fashion,Jacket,2,2829,30,3960.6,3744.11,216.49,278.47,Debit Card,Offline,Delivered,8,4.5,6,June,2,Regular
ORD008135,2024-06-20,CUST00067,New,Consumer,West,Maharashtra,Pune,Electronics,Mouse,4,2135,0,8540.0,6436.61,2103.39,637.16,Debit Card,Online,Delivered,5,4.4,6,June,2,Regular
ORD005498,2024-06-20,CUST00027,Returning,Home Office,North,Uttar Pradesh,Kanpur,Grocery,Coffee,2,596,5,1132.4,757.18,375.22,70.42,Credit Card,Online,Delivered,5,3.6,6,June,2,Regular
ORD008781,2024-06-20,CUST02100,New,Consumer,North,Delhi,Dwarka,Electronics,Smartphone,4,64142,5,243739.6,173276.34,70463.26,7046.74,UPI,Offline,Delivered,2,3.9,6,June,2,Regular
ORD000256,2024-06-20,CUST00171,New,Consumer,West,Rajasthan,Jodhpur,Fashion,Shoes,5,4512,5,21432.0,15818.22,5613.78,998.35,Credit Card,Online,Delivered,3,4.2,6,June,2,Regular
ORD000759,2024-06-20,CUST02257,Returning,Corporate,North,Punjab,Ludhiana,Electronics,Smartphone,1,66539,10,59885.1,43126.73,16758.37,4784.72,Credit Card,Online,Delivered,6,4.6,6,June,2,Regular
ORD000983,2024-06-20,CUST02081,Returning,Consumer,North,Punjab,Amritsar,Electronics,Laptop,5,61071,5,290087.25,223103.54,66983.71,8301.18,Debit Card,Online,Returned,8,4.6,6,June,2,Regular
ORD005216,2024-06-20,CUST01532,New,Consumer,West,Rajasthan,Jodhpur,Fashion,T-Shirt,3,1466,15,3738.3,2692.98,1045.32,218.41,Debit Card,Online,Delivered,7,4.0,6,June,2,Regular
ORD006504,2024-06-20,CUST00566,Returning,Consumer,South,Karnataka,Mysore,Electronics,Keyboard,3,1937,0,5811.0,4685.2,1125.8,131.36,UPI,Online,Delivered,9,4.0,6,June,2,Regular
ORD008900,2024-06-20,CUST00179,Returning,Consumer,North,Punjab,Ludhiana,Fashion,Jeans,1,2198,0,2198.0,1442.46,755.54,141.64,Credit Card,Offline,Delivered,3,4.0,6,June,2,Regular
ORD003320,2024-06-20,CUST00530,Returning,Consumer,North,Delhi,New Delhi,Electronics,Smartwatch,1,3876,25,2907.0,3034.67,-127.67,115.86,Cash,Online,Delivered,4,5.0,6,June,2,Regular
ORD014301,2024-06-20,CUST00307,Returning,Consumer,North,Delhi,New Delhi,Electronics,Monitor,2,13578,0,27156.0,22343.14,4812.86,1900.69,Credit Card,Offline,Delivered,4,4.7,6,June,2,Regular
ORD004792,2024-06-20,CUST02384,Returning,Consumer,East,Odisha,Bhubaneswar,Electronics,Smartwatch,5,10802,20,43208.0,35633.08,7574.92,1034.7,UPI,Offline,Delivered,3,4.0,6,June,2,Regular
ORD005724,2024-06-21,CUST01976,Returning,Consumer,North,Delhi,New Delhi,Electronics,Tablet,4,35852,15,121896.8,99508.72,22388.08,3776.53,Debit Card,Offline,Delivered,4,4.4,6,June,2,Regular
ORD001054,2024-06-21,CUST02042,Returning,Corporate,West,Gujarat,Ahmedabad,Home,Lamp,2,3795,20,6072.0,3989.53,2082.47,129.84,Credit Card,Offline,Delivered,2,5.0,6,June,2,Regular
ORD010152,2024-06-21,CUST00304,New,Consumer,South,Telangana,Hyderabad,Electronics,Tablet,2,25990,30,36386.0,34890.43,1495.57,2737.92,Debit Card,Online,Delivered,1,4.0,6,June,2,Regular
ORD011699,2024-06-21,CUST01613,Returning,Consumer,North,Uttar Pradesh,Lucknow,Grocery,Tea,1,172,10,154.8,125.39,29.41,3.9,Cash,Online,Delivered,4,3.8,6,June,2,Regular
ORD008226,2024-06-21,CUST01127,Returning,Consumer,North,Punjab,Amritsar,Electronics,Smartwatch,5,14704,0,73520.0,59214.7,14305.3,4578.43,UPI,Online,Delivered,4,4.6,6,June,2,Regular
ORD009077,2024-06-21,CUST00438,Returning,Consumer,East,West Bengal,Kolkata,Fashion,Handbag,4,1230,5,4674.0,3811.73,862.27,308.37,UPI,Online,Delivered,5,3.5,6,June,2,Regular
ORD000503,2024-06-21,CUST00202,Returning,Corporate,West,Maharashtra,Mumbai,Electronics,Tablet,5,37965,10,170842.5,131968.07,38874.43,13122.51,UPI,Online,Returned,5,4.3,6,June,2,Regular
ORD005933,2024-06-21,CUST00206,New,Corporate,West,Maharashtra,Pune,Fashion,Shoes,4,4514,5,17153.2,14265.43,2887.77,873.42,Debit Card,Online,Delivered,8,4.0,6,June,2,Regular
ORD014284,2024-06-21,CUST00646,Returning,Consumer,North,Delhi,New Delhi,Fashion,Shoes,2,2027,20,3243.2,2160.66,1082.54,150.16,Cash,Online,Delivered,1,4.2,6,June,2,Regular
ORD006744,2024-06-21,CUST02450,Returning,Corporate,West,Gujarat,Surat,Home,Dining Table,5,18325,0,91625.0,72584.59,19040.41,5899.38,Credit Card,Online,Delivered,5,5.0,6,June,2,Regular
ORD006520,2024-06-21,CUST02017,Returning,Home Office,East,Bihar,Gaya,Fashion,Shoes,1,2125,25,1593.75,1500.61,93.14,69.48,UPI,Online,Delivered,1,4.1,6,June,2,Regular
ORD003107,2024-06-21,CUST01264,Returning,Consumer,West,Gujarat,Ahmedabad,Grocery,Rice,2,968,0,1936.0,1395.4,540.6,73.48,Cash,Offline,Delivered,8,2.9,6,June,2,Regular
ORD014039,2024-06-21,CUST02306,New,Home Office,South,Tamil Nadu,Chennai,Electronics,Smartwatch,5,7141,25,26778.75,25829.96,948.79,672.67,Cash,Online,Delivered,5,3.8,6,June,2,Regular
ORD009991,2024-06-21,CUST00726,Returning,Consumer,South,Tamil Nadu,Coimbatore,Fashion,Jacket,3,2297,15,5857.35,4249.17,1608.18,468.15,Debit Card,Online,Delivered,3,4.4,6,June,2,Regular
ORD014135,2024-06-21,CUST01790,Returning,Consumer,North,Delhi,Dwarka,Fashion,Handbag,4,2382,20,7622.4,6088.1,1534.3,300.17,UPI,Offline,Returned,9,4.3,6,June,2,Regular
ORD001116,2024-06-21,CUST00578,New,Consumer,East,Bihar,Patna,Electronics,Mouse,5,634,10,2853.0,1997.35,855.65,164.75,UPI,Offline,Delivered,3,3.8,6,June,2,Regular
ORD005346,2024-06-21,CUST01517,New,Consumer,South,Tamil Nadu,Chennai,Grocery,Rice,3,262,15,668.1,464.54,203.56,23.56,Debit Card,Online,Returned,2,4.1,6,June,2,Regular
ORD004519,2024-06-22,CUST01691,Returning,Corporate,South,Tamil Nadu,Coimbatore,Grocery,Cooking Oil,2,514,20,822.4,536.83,285.57,57.77,UPI,Online,Delivered,3,4.1,6,June,2,Regular
ORD004618,2024-06-22,CUST00385,Returning,Consumer,North,Delhi,New Delhi,Beauty,Face Wash,5,325,15,1381.25,1013.57,367.68,34.01,Credit Card,Offline,Returned,4,3.7,6,June,2,Regular
ORD012998,2024-06-22,CUST01752,Returning,Home Office,North,Uttar Pradesh,Kanpur,Grocery,Rice,2,266,5,505.4,402.27,103.13,35.36,UPI,Online,Delivered,3,3.5,6,June,2,Regular
ORD008776,2024-06-22,CUST00118,Returning,Consumer,West,Gujarat,Surat,Beauty,Perfume,3,2110,20,5064.0,3558.15,1505.85,298.1,UPI,Offline,Returned,8,5.0,6,June,2,Regular
ORD011881,2024-06-22,CUST00798,Returning,Corporate,South,Telangana,Hyderabad,Grocery,Coffee,4,575,15,1955.0,1378.34,576.66,150.18,Credit Card,Offline,Delivered,5,3.7,6,June,2,Regular
ORD001864,2024-06-22,CUST01320,Returning,Corporate,South,Tamil Nadu,Coimbatore,Fashion,Handbag,2,3337,10,6006.6,4218.33,1788.27,316.73,Debit Card,Offline,Delivered,1,4.1,6,June,2,Regular
ORD013498,2024-06-22,CUST01612,Returning,Consumer,West,Maharashtra,Pune,Fashion,T-Shirt,2,331,10,595.8,483.68,112.12,41.32,Credit Card,Online,Delivered,5,4.6,6,June,2,Regular
ORD012381,2024-06-22,CUST01478,Returning,Home Office,West,Rajasthan,Jaipur,Electronics,Tablet,2,20728,15,35237.6,23831.33,11406.27,2248.52,Credit Card,Offline,Delivered,7,3.0,6,June,2,Regular
ORD002598,2024-06-22,CUST00147,New,Consumer,South,Tamil Nadu,Chennai,Beauty,Perfume,3,3729,10,10068.3,8595.85,1472.45,393.56,Credit Card,Online,Delivered,2,4.0,6,June,2,Regular
ORD009719,2024-06-22,CUST01664,Returning,Consumer,South,Karnataka,Bangalore,Fashion,Kurti,3,1977,15,5041.35,3891.07,1150.28,291.47,UPI,Online,Delivered,9,5.0,6,June,2,Regular
ORD009584,2024-06-22,CUST00453,Returning,Consumer,West,Maharashtra,Mumbai,Fashion,Shoes,1,2907,30,2034.9,1921.84,113.06,114.03,Credit Card,Offline,Delivered,5,4.8,6,June,2,Regular
ORD013267,2024-06-22,CUST02424,Returning,Consumer,West,Gujarat,Ahmedabad,Home,Sofa,1,62326,25,46744.5,45692.59,1051.91,2678.63,Cash,Online,Delivered,4,4.1,6,June,2,Regular
ORD001658,2024-06-22,CUST02314,Returning,Consumer,West,Rajasthan,Jaipur,Electronics,Smartphone,3,24016,15,61240.8,48194.65,13046.15,4651.68,Credit Card,Online,Delivered,1,4.2,6,June,2,Regular
ORD006135,2024-06-22,CUST00557,Returning,Consumer,East,West Bengal,Kolkata,Electronics,Smartphone,3,15257,5,43482.45,33928.89,9553.56,1642.14,Cash,Online,Delivered,4,4.7,6,June,2,Regular
ORD009856,2024-06-22,CUST01143,Returning,Home Office,North,Uttar Pradesh,Lucknow,Fashion,Shoes,1,1949,0,1949.0,1690.86,258.14,118.53,UPI,Offline,Delivered,5,3.9,6,June,2,Regular
ORD006020,2024-06-23,CUST01924,Returning,Corporate,North,Uttar Pradesh,Lucknow,Home,Lamp,1,2602,30,1821.4,1820.85,0.55,96.89,Credit Card,Offline,Delivered,6,4.9,6,June,2,Regular
ORD011431,2024-06-23,CUST01349,Returning,Consumer,South,Telangana,Warangal,Fashion,Jacket,4,5353,15,18200.2,15269.52,2930.68,751.19,Debit Card,Offline,Delivered,6,4.2,6,June,2,Regular
ORD008228,2024-06-23,CUST00412,New,Consumer,West,Rajasthan,Jodhpur,Fashion,Shoes,5,4115,5,19546.25,14510.2,5036.05,1305.35,Credit Card,Offline,Delivered,7,4.0,6,June,2,Regular
ORD000847,2024-06-23,CUST02313,Returning,Consumer,East,West Bengal,Siliguri,Electronics,Headphones,2,9973,20,15956.8,12969.68,2987.12,1123.22,UPI,Online,Delivered,7,4.2,6,June,2,Regular
ORD003925,2024-06-23,CUST01525,Returning,Corporate,South,Telangana,Warangal,Home,Dining Table,1,14608,0,14608.0,11842.44,2765.56,590.58,Credit Card,Online,Delivered,8,4.0,6,June,2,Regular
ORD012312,2024-06-23,CUST02081,Returning,Consumer,West,Maharashtra,Pune,Electronics,Laptop,3,78170,20,187608.0,127360.62,60247.38,9825.66,UPI,Online,Delivered,2,4.3,6,June,2,Regular
ORD014040,2024-06-23,CUST02315,New,Home Office,East,Bihar,Gaya,Electronics,Keyboard,4,4749,20,15196.8,11870.75,3326.05,963.22,Cash,Online,Delivered,5,4.7,6,June,2,Regular
ORD003813,2024-06-23,CUST00879,Returning,Consumer,East,Bihar,Patna,Electronics,Headphones,3,8520,0,25560.0,19482.67,6077.33,1073.34,UPI,Offline,Delivered,6,4.4,6,June,2,Regular
ORD008464,2024-06-23,CUST00355,New,Consumer,North,Uttar Pradesh,Kanpur,Electronics,Mouse,3,2763,10,7460.1,5434.03,2026.07,182.7,Debit Card,Online,Delivered,6,4.8,6,June,2,Regular
ORD007334,2024-06-23,CUST01426,Returning,Corporate,West,Gujarat,Ahmedabad,Grocery,Sugar,1,86,15,73.1,53.38,19.72,5.4,UPI,Offline,Delivered,1,3.3,6,June,2,Regular
ORD012915,2024-06-23,CUST02127,Returning,Corporate,East,West Bengal,Kolkata,Fashion,Shoes,3,6630,10,17901.0,13497.23,4403.77,665.69,UPI,Online,Delivered,7,4.6,6,June,2,Regular
ORD004954,2024-06-23,CUST01025,Returning,Consumer,North,Punjab,Amritsar,Electronics,Smartphone,4,41529,15,141198.6,97381.41,43817.19,10574.69,Cash,Online,Delivered,6,4.3,6,June,2,Regular
ORD002920,2024-06-23,CUST00133,Returning,Home Office,West,Maharashtra,Pune,Electronics,Monitor,5,19031,5,90397.25,63628.36,26768.89,6643.33,Debit Card,Online,Delivered,9,4.7,6,June,2,Regular
ORD003407,2024-06-23,CUST00936,Returning,Consumer,South,Karnataka,Bangalore,Fashion,Jeans,3,1563,20,3751.2,2533.22,1217.98,277.69,UPI,Offline,Delivered,2,4.4,6,June,2,Regular
ORD011726,2024-06-23,CUST01013,Returning,Home Office,South,Telangana,Hyderabad,Grocery,Tea,5,508,5,2413.0,1787.87,625.13,78.64,Credit Card,Online,Delivered,2,4.5,6,June,2,Regular
